name,adcode
赵巷,310000
重固,310000
控江路,310000
朱家角,310000
仙霞,310000
车墩,310000
莘闵别墅,310000
阳城,310000
浒墅关经济技术开发区,320500
活力岛,320500
黄桥,320500
泗泾,310000
松江大学城,310000
金门,320500
香山,320500
松江老城,310000
漕河泾,310000
康健,310000
上海南站,310000
昆山,320500
渭塘,320500
新成路,310000
上海周边,310000
葑门,320500
东环,320500
金阊新城,320500
留园西园,320500
齐门,320500
平江新城,320500
枫桥,320500
