community_name,plate,site,age,building_density,building_type,house_count,building_count,green_rate,avr_price,develop_company,lat,lng,address,community_id,growth
沪南路3223弄,周浦,周浦,5,0,Null,106,5,0,Null,暂无信息,0,0,{沪南路3223弄},5011102206961,Null
复兴西路19号,衡山路,衡山路,85,0,Null,1,2,0,104375,暂无信息,31.2168,121.453,{复兴西路19号},5011000003706,0.282278455271
西藏北路1355号,闸北公园,闸北公园,Null,0,板楼,3,4,0,Null,暂无信息,31.2706,121.471,{西藏北路1355号},5011000000738,Null
桃浦三村石榴苑,桃浦,桃浦,23,1.2,Null,1344,68,25,33179,普陀建筑,31.289,121.354,"{武威路1236弄21支弄,绿杨路36弄}",5011000013341,0.302568652485
建工汇豪商务广场,田林,田林,Null,0,Null,87,3,0,31342,暂无信息,31.1933,121.423,{吴中路51号},5011102207488,0.282264769953
宜嘉商务楼,源深,源深,Null,0,Null,29,3,0,43298,上海信建房地产开发有限公司,31.2419,121.546,{沈家弄路672号},5011000012566,0.282270276159
北孔家弄16号,豫园,豫园,76,0,Null,0,2,0,Null,暂无信息,31.2274,121.494,{北孔家弄16号},5011000003931,Null
新德路385号,川沙,川沙,Null,0,Null,1,1,0,Null,暂无信息,31.2033,121.703,{新德路385号},509977363955722,Null
景凤路189号,彭浦,彭浦,21,2,Null,24,2,25,42394,通力物业,31.3263,121.469,{景凤路189号},5011102209572,-0.00771453584429
大沽路288弄,人民广场,人民广场,1,0,,1,2,0,Null,暂无信息,31.232,121.475,{大沽路288弄},509821540057295,Null
贝尔新村,金桥,金桥,19,1.45,Null,327,19,38,47821,申龙集团,31.2584,121.603,{杨高中路266弄},5011000007070,0.165474670264
泗泾路8号,南京东路,南京东路,16,0,Null,2,3,0,Null,暂无信息,31.2394,121.494,{泗泾路8号},5011000007391,Null
大观花园北区,平江新城,平江新城,Null,0,板楼/平房,1688,58,36,22347,暂无信息,31.3422,120.599,{平河路2288},2311054510262,0.275121982164
锦绣公寓（奉贤）,南桥,南桥,17,0,Null,40,2,0,13519,江海置业,30.9098,121.466,"{江海路182号,锦绣公寓}",5011102206586,0.282277829625
和玫坊,打浦桥,打浦桥,Null,2.3,Null,10,9,42,49425,上实开发商,31.2157,121.476,{建国中路61弄1-8号},5011000009725,0.455485967125
大连西路31号,曲阳,曲阳,47,3,Null,34,2,10,54635,虹房集团,31.2815,121.505,{大连西路31号},5011102208814,0.136547818213
海州路12号,周家嘴路,周家嘴路,31,0,Null,28,2,0,42780,暂无信息,31.2735,121.554,{海州路12号},509977363955931,0.282278226307
英郡别院,松江新城,松江新城,7,0.79,Null,348,349,40,36198,中成控股集团,31.0374,121.189,{辰塔路1655弄},5011000013233,0.272125825373
龙西新村,龙西,龙西,18,0,板楼/平房,835,35,0,15195,暂无信息,31.281,120.625,{城西街与龙西街的交叉口},2311053331787,0.214828741928
杜家滩15号,松江老城,松江老城,18,0,Null,1,2,0,Null,暂无信息,31.0152,121.232,{杜家滩15号},5011102206814,Null
臻水岸（公寓）,香花桥,香花桥,Null,0,Null,0,1,0,Null,暂无信息,0,0,{赵巷17号地块},5011000019360,Null
美芦苑,泥城镇,泥城镇,15,0,Null,154,115,25,12776,城建集团有限公司,30.8958,121.844,"{南芦公路2190弄1-34号,南芦公路2160弄}",5011000013451,0.150380456548
福兴村,武宁,武宁,31,1.5,板楼,180,9,10,42427,暂无信息,31.2361,121.424,{白玉路210弄},5011000010609,0.292919022931
虹桥路45弄,新华路,新华路,20,0,Null,3,2,0,Null,暂无信息,31.2019,121.427,{虹桥路45弄},5011000006169,Null
惠元新天地家园,中原,中原,14,2.2,Null,110,6,38,41614,上海惠元房地产开发有限公司,31.3164,121.539,{中原路38弄},5011000001168,0.282265331452
康定路940号,曹家渡,曹家渡,Null,0,Null,1,2,0,Null,暂无信息,31.2377,121.445,{康定路940号},5011000008379,Null
三泉安居苑,彭浦,彭浦,20,2.2,Null,806,29,38,47003,昌里花园发展有限公司,31.3205,121.451,{曲沃路373弄},5011000010008,0.527290465632
中华新路880号,不夜城,不夜城,Null,0,Null,25,2,0,Null,暂无信息,31.2603,121.463,{中华新路880号},5011102208549,Null
江西中路372弄,南京东路,南京东路,36,0,Null,1,2,0,Null,暂无信息,31.2459,121.493,{江西中路372弄},509821540319549,Null
孟子里11号,平江路,平江路,Null,0,板楼,6,1,0,Null,Null,31.3236,120.645,{孟子里11号},2310525441011867,Null
伊东苑,鞍山,鞍山,17,2.1,Null,224,17,30,73024,上海市仪表电子系统房地产公司,31.278,121.519,{许昌路1560弄},5011000010763,0.377143508232
救护大队路47号,夏阳,夏阳,Null,0,Null,13,2,0,Null,暂无信息,31.1536,121.124,{救护大队路47号},509821540319350,Null
大华锦绣华城（九街区）,北蔡,北蔡,10,1.8,Null,1111,69,45,67126,大华集团,31.1913,121.54,{北艾路1200弄1-72号},5011000012172,0.282266139657
文化馨苑,北蔡,北蔡,12,2.4,Null,1126,76,40,58002,北蔡房产开发公司,31.1908,121.552,{博华路237弄},5011000013604,0.464776470046
石湖之韵,越溪,越溪,Null,0.91,塔楼/板楼/平房,1011,87,52,19313,暂无信息,31.233,120.606,{吴中大道国际教育园东侧圣陶路},239821887922261,0.400745386419
沪杭公路,南桥,南桥,Null,0,Null,2,3,0,Null,暂无信息,30.8877,121.46,{沪杭公路2363号},509821540057616,Null
伦敦温布尔登精品公寓,英国,英国,Null,0,板楼,1,1,0,Null,Null,32.1029,121.593,{伦敦温布尔登精品公寓},5010344776609553,Null
凤星路1161弄,华新,华新,20,0,Null,1,2,0,Null,暂无信息,31.2077,121.242,{凤星路1161弄},509977363956205,Null
谈家桥路81弄,大宁,大宁,18,0,Null,1,3,0,Null,暂无信息,31.2669,121.46,{谈家桥路81弄},5011000007269,Null
广中路468号,凉城,凉城,33,2,Null,30,2,18,Null,上海虹房集团,31.2856,121.476,{广中路468号},5011102209250,Null
悦湖美郡,震泽,震泽,0,1.8,板楼/塔板结合,76,5,30,Null,Null,30.9108,120.513,{震泽镇镇南东路一路1533号},2311408515280272,Null
新场大街380弄,新场,新场,Null,0,Null,0,1,0,Null,暂无信息,31.0246,121.655,{新场大街380弄},509977363955714,Null
加拿大温哥华列治文水畔社区,加拿大,加拿大,Null,0,板楼,1,1,0,Null,Null,32.5275,121.029,{加拿大卑诗省温哥华乔治文皮尔逊路6611/6633},5010209114467845,Null
榆兰新村,临平路,临平路,59,0,Null,351,37,0,26257,暂无信息,31.2743,121.512,{榆兰新村},5011000000635,0.26111988114
祥和公寓（徐汇）,斜土路,斜土路,22,1.6,Null,196,14,30,62066,上海城建,31.207,121.467,"{医学院路5弄,大木桥路100号}",5011000017092,0.282274351701
华益路80弄,张江,张江,Null,0,Null,2,3,0,Null,暂无信息,31.1993,121.639,{华益路80弄},5011000008282,Null
滨海花苑,山阳,山阳,26,0,Null,21,16,0,9224,暂无信息,30.77,121.373,{红旗东路57-61号},5011000004142,0.555238893546
江桥三村七街坊,江桥,江桥,22,0,Null,689,56,0,31504,上海新兴技术开发区联合发展有限公司,31.2607,121.343,"{靖远路621弄,靖远路641弄}",509821540319486,0.324212978857
绿苑公寓,大宁,大宁,16,1.8,Null,268,21,60,51896,上海绿苑房地产开发经营公司,31.2839,121.439,{灵石路888弄},5011000009070,0.351075785812
建发珑庭（二期）,新江湾城,新江湾城,2,2.3,板楼,85,6,40,70319,上海山溪地房地产开发有限公司,31.3188,121.511,{国安路558弄},5011102209675,0.282290913786
延安路376弄,衡山路,衡山路,18,0,Null,2,2,0,Null,暂无信息,31.2229,121.459,{延安路376弄},5011000011159,Null
海桥教工楼,航头,航头,Null,0,Null,1,2,0,Null,暂无信息,31.0169,121.616,{海桥教工楼},5011000019159,Null
济宁路521弄,东外滩,东外滩,39,0,Null,60,3,0,37471,暂无信息,31.2694,121.535,{济宁路521弄},5011000005391,0.282291184773
闸航路2685弄,浦江,浦江,15,0,Null,30,4,0,Null,暂无信息,31.0253,121.539,{闸航路2685弄},509977363955925,Null
临汾路597号,彭浦,彭浦,31,0.7,Null,24,2,35,Null,彭浦开发商,31.3169,121.462,{临汾路597号},5011102209478,Null
绿地漕泾新苑,漕泾,漕泾,11,0,Null,998,74,0,6515,暂无信息,30.8037,121.411,"{富漕路461弄,富漕路460弄}",5011000000656,0.253744305996
海防路406号,江宁路,江宁路,Null,0,Null,1,2,0,Null,暂无信息,31.2445,121.452,{海防路406号},5011000005156,Null
名仕苑,徐家汇,徐家汇,17,4.5,Null,458,4,35,85840,上海新中汇房地产有限公司,31.2023,121.441,"{广元西路88号,广元西路98号,广元西路108号}",5011000016504,0.211101342243
武定西路1229号,镇宁路,镇宁路,84,0,Null,2,2,0,Null,暂无信息,31.2317,121.44,{武定西路1229号},5011000009534,Null
安化路76号,中山公园,中山公园,Null,0,Null,1,2,0,Null,暂无信息,31.2218,121.435,{安化路76号},5011000007228,Null
御席公馆,衡山路,衡山路,90,0,Null,4,3,0,Null,暂无信息,31.2091,121.457,{建国西路568号},5011000004027,Null
杭州路30号,东外滩,东外滩,Null,0,Null,1,2,0,Null,暂无信息,31.2641,121.541,{杭州路30号},509821540057937,Null
五原路100号,衡山路,衡山路,30,0,Null,3,2,0,129318,暂无信息,31.2194,121.453,{五原路100号},5011000006313,0.282269006872
乐都支路60号,松江老城,松江老城,34,0,Null,12,2,0,Null,暂无信息,31.0182,121.24,{乐都支路60号},509977363956271,Null
万航渡路523弄,曹家渡,曹家渡,Null,0,Null,4,2,0,Null,暂无信息,31.232,121.441,{万航渡路523弄},5011000008828,Null
天山路1920弄,中山公园,中山公园,21,2.5,Null,40,6,2,61717,自主开发,31.2144,121.421,{天山路1920弄},5011000007160,0.282265275708
新闸路1378弄,江宁路,江宁路,82,2.2,Null,7,11,5,Null,静安置业房地产有限公司,31.2379,121.457,{新闸路1378弄},5011000009541,Null
创智天地,五角场,五角场,Null,1.2,塔楼/板楼,156,18,35,61527,暂无信息,31.3106,121.52,{淞沪路234号},5011000018587,0.234401643762
光华园,上海南站,上海南站,22,2,Null,1264,104,30,72812,暂无信息,31.1464,121.439,{老沪闵路790弄},5011000012488,0.438090463679
联合大厦,武宁,武宁,26,0,Null,161,2,0,12062,暂无信息,31.2479,121.426,{中山北路2668号},5011000015998,0.129611928885
金沙江路2325号,长征,长征,Null,0,Null,2,2,0,Null,暂无信息,31.2438,121.372,{金沙江路2325号},5011000018423,Null
龙凤公寓,周浦,周浦,12,0,Null,37,6,0,16410,上海玉燕置业发展有限公司,31.1161,121.66,{建设路60弄},5011000004208,0.0263816451107
临空工业园,北新泾,北新泾,Null,0,Null,20,10,0,21976,暂无信息,31.2395,121.359,{临新路65弄1-6号},5011102208079,0.282289307906
兰州路495弄,东外滩,东外滩,27,0,Null,62,4,0,40941,暂无信息,31.2651,121.539,{兰州路495弄},5011063417518,0.282284219804
景凤路280弄,彭浦,彭浦,23,2,Null,108,6,25,32058,华晨物业,31.3272,121.469,{景凤路280弄},5011000000999,Null
平型关路343号,闸北公园,闸北公园,Null,2,Null,11,2,1,45109,没有私人建筑,31.2774,121.471,{平型关路343号},5011102208806,0.282294999686
金桂新村,安亭,安亭,22,2.1,Null,20,16,20,14468,暂无信息,31.2954,121.171,{南安路118弄},5011102209119,0.439044323971
生产街26号,南翔,南翔,Null,0,板楼,30,1,0,Null,Null,31.2988,121.317,{生产街26号},5011044968476643,Null
东渡悦来城,盈浦,盈浦,Null,3.25,塔楼/板楼,4,4,35,Null,Null,31.1515,121.101,{淀山湖大道1088号},5010270608469796,Null
西林街350弄,朱泾,朱泾,Null,0,Null,0,1,0,Null,暂无信息,30.9006,121.17,{西林街350弄},509977363955937,Null
中军新村,南门,南门,Null,0,板楼/平房,89,5,0,14350,暂无信息,31.3022,120.625,{苏州市姑苏区东大街},239977475104780,0.253213773663
乐源城,惠南,惠南,10,0,Null,240,27,40,20060,上海江东土地房产开发有限公司,31.0547,121.776,{人民东路2635弄57支弄},5011000019781,0.126862987348
国科大厦,控江路,周家嘴路,Null,0,Null,56,2,0,31526,暂无信息,31.2866,121.539,{控江路1023号},5011000015255,0.282287988509
中山路56弄,惠南,惠南,19,0,Null,55,10,0,19821,暂无信息,31.0509,121.762,{中山路56弄},5011102206718,0.282275672106
麦克花园（公寓）,上海南站,上海南站,22,2.3,Null,255,18,35,53129,暂无信息,31.1547,121.435,{石龙路980弄},5011000012813,0.282268965196
开隆大厦,凉城,凉城,Null,0,Null,26,2,0,22914,暂无信息,31.2928,121.488,{广灵四路24号甲},5011000017625,0.172962788507
新华路270弄,新华路,新华路,29,0,Null,1,2,0,Null,暂无信息,31.2094,121.434,{新华路270弄},5011000006994,Null
苏家巷小区,不夜城,不夜城,34,2.2,Null,624,29,38,55632,上海苏家巷房地产有限公司,31.2636,121.465,{芷江西路393弄},5011000020300,0.217667947304
海德花园,杨行,杨行,10,0.5,Null,395,214,50,32101,上海丰扬房地产开发公司,31.3971,121.431,{蕰川路2488弄},5011000013408,0.406729139707
新昌路340号,人民广场,人民广场,18,2,Null,1,2,10,Null,暂无信息,31.2426,121.474,{新昌路340号},5011000001749,Null
中梁天御一区,平江新城,平江新城,Null,2,Null,408,13,39,28317,暂无信息,31.3469,120.628,{人民路东、万达广场南},239977475104793,0.275142782049
清璇路42号,青村,青村,Null,0,Null,2,3,0,Null,暂无信息,30.9135,121.524,{清璇路42号},5011102206632,Null
万兆家园（四期）,七宝,七宝,13,0,Null,300,21,0,46946,暂无信息,31.1538,121.357,{七莘路2855弄},5011000003432,0.2822823728
跃淞新村,崇明其它,崇明其它,Null,0,板楼,48,5,0,2979,暂无信息,31.7968,121.241,{跃淞新村},5011000018580,0.224826487655
信源张江办公广场,张江,张江,13,0,Null,4,2,0,Null,暂无信息,31.2226,121.607,{龙东大道1288号},5011000004124,Null
盛世豪园（一期）,中原,中原,9,2.1,Null,604,15,35,61354,军华置业,31.3241,121.524,{市光路390弄},5011000014240,0.282275610225
新昌路213号,人民广场,人民广场,26,1,Null,1,2,1,Null,德佑地产,31.2405,121.475,{新昌路213号},5011000008181,Null
金地格林世界（格林公馆）（酒店式公寓）,南翔,南翔,4,1.5,Null,130,2,35,21904,上海格林风范房地产发展有限公司,31.3089,121.33,{芳林路963号},5011102209971,0.282321019026
美兰湖颐景园,罗店,罗店,9,1.1,Null,990,118,38,26963,上海铭瑞房地产有限公司,31.4004,121.369,{美艾路198弄},5011000013862,0.287877324106
荣乐东路9号,新桥,新桥,20,0,Null,74,60,0,Null,暂无信息,31.045,121.292,{荣乐东路9号},5011000018951,Null
北京东路760号,南京东路,南京东路,Null,0,Null,1,2,0,Null,暂无信息,31.2444,121.482,{北京东路760号},509977363955894,Null
安化路277号,中山公园,中山公园,34,0,Null,10,2,0,Null,暂无信息,31.221,121.432,{安化路277号},5011000006823,Null
华商时代广场,七宝,七宝,7,1.8,板楼,243,11,30,28362,大华集团,31.1703,121.349,{七莘路3599弄},5011000012964,-0.007909130258
中山二路90弄,松江老城,松江老城,Null,0,Null,1,2,0,17632,暂无信息,31.0159,121.243,{中山二路90弄},5011000006503,0.282257579102
南方格林蓝天,凉城,凉城,13,3.2,Null,191,6,36,61462,上海南方房地产有限公司,31.2859,121.473,{广中路586弄},5011000011545,0.282287663585
莘松四村,莘庄,莘庄,26,1.5,Null,1012,86,36,41084,莘闵置业,31.1102,121.376,{莘松路470弄},5011000003317,0.343240496767
光启城,徐家汇,徐家汇,5,3,板楼,231,2,30,34378,暂无信息,31.1922,121.434,{宜山路425号},5011000013985,0.1500571921
张江左右城,张江,张江,Null,0,Null,4,3,0,46104,暂无信息,31.193,121.594,{张衡路299号},5011000003373,0.282280362071
卫零路415号,石化,石化,31,0,Null,1,2,0,Null,暂无信息,30.7301,121.344,{卫零路415号},5011000006545,Null
高行街西弄42弄,高行,高行,19,2.3,Null,16,4,25,Null,高行镇府投资,31.304,121.615,{高行街西弄42弄},5011000005927,Null
上中大厦,长桥,长桥,Null,0,Null,5,2,0,25783,暂无信息,31.1433,121.441,{上中路61号},5011000002862,0.282318074339
海星公寓,七宝,七宝,21,1,Null,48,5,20,35042,暂无信息,31.165,121.356,{吴宝路160弄},5011000002077,0.462780842728
南桥路219号,川沙,川沙,Null,0,Null,0,1,0,Null,暂无信息,31.1978,121.715,{南桥路219号},509977363955829,Null
永康路171号,建国西路,建国西路,Null,0,Null,4,2,0,100555,暂无信息,31.2162,121.462,{永康路171号},5011000004813,0.282275295459
马来西亚吉隆坡明星公寓,上海周边,上海周边,19,0,Null,2,2,0,Null,暂无信息,31.5124,121.273,{158-Jalan-Ampang-Kuala-Lumpur},5011102205891,Null
洛川东路80号,闸北公园,闸北公园,30,5.13,Null,24,2,10,Null,暂无信息,31.2781,121.472,{洛川东路80号},5011000000231,Null
水韵悦城,山阳,山阳,9,1.3,板楼,792,54,30,11637,上海舜日房地产开发有限公司,30.751,121.336,{龙翔路1258弄},5011000012691,0.282211324119
天亿大厦,斜土路,斜土路,Null,0,Null,60,2,0,18563,上海天亿投资(集团)有限公司,31.2036,121.464,{小木桥路251号},5011000016753,-0.00936660345544
亚盛大厦,南京西路,南京西路,Null,0,Null,32,2,0,65327,暂无信息,31.2367,121.461,{北京西路1020号},5011000014269,0.178870209545
人民大楼,豫园,豫园,29,4,Null,192,3,12,112739,顺达物来集团,31.2324,121.49,"{人民路875号,人民路879号}",5011000015022,0.393153755634
禹洲城市广场,书院镇,书院镇,Null,0,塔楼,1,1,0,14316,Null,0,0,{书院镇老芦公路东大公路路口},5011063809076,0.293300509935
吴中二村,龙西,龙西,10,2,板楼/平房,181,22,40,14518,暂无信息,31.2752,120.629,{宝带西路与水香街交叉口},239821887922655,0.216761047195
北京西路1278号,南京西路,南京西路,81,0,Null,6,2,0,191471,暂无信息,31.2353,121.457,{北京西路1278号},5011000010912,0.282277558768
西泥路95弄,川沙,川沙,23,0,Null,45,4,0,31787,暂无信息,31.2029,121.709,{西泥路95弄},5011000020122,0.282275954683
绿缘别墅,康桥,康桥,15,0,Null,52,26,0,27931,周康开发有限公司,31.1465,121.574,"{沪南公路2785弄,"" 沪南路2785弄""}",5011000003933,0.114467408585
洛川中路920号,大宁,大宁,30,0,Null,18,2,0,34231,暂无信息,31.2714,121.457,{洛川中路920号},5011000008653,0.135349524453
合景领汇,湖东CBD,湖东CBD,1,0,板楼,1090,2,0,16943,晋合,31.332,120.74,{苏州大道东278号},239821887922228,0.275090811482
嘉阳公寓,新华路,新华路,18,1,Null,144,2,15,52340,中建房产开发公司,31.2159,121.434,{延安西路1228弄4号},5011000016540,0.189202812713
黄浦新苑（办公楼）,蓬莱公园,蓬莱公园,9,0,Null,40,2,0,Null,暂无信息,31.215,121.491,{西藏南路1108弄5号},5011000003679,Null
莘东置业大厦,莘庄,莘庄,Null,0,Null,62,3,0,15293,暂无信息,31.1149,121.365,{莘福路388号},5011000004969,-0.0070842995125
北极星花园,斜塘,斜塘,2,1.78,板楼,889,15,40,28977,暂无信息,31.3029,120.756,{园区星塘街与敦煌路交汇处东100米(湖东欧尚超市）},239821887922231,0.357704878344
共和新苑,共康,共康,9,1.6,Null,586,34,42,42835,上海庙行房地产开发经营公司,31.335,121.447,{共和新路5308弄68支弄},5011000012481,0.347351212015
保利翡丽甲第,周家嘴路,杨浦周家嘴路,Null,0,Null,0,1,0,Null,暂无信息,0,0,{霍山路辽阳路},5011102208640,Null
水香五村,龙西,龙西,6,2,板楼/平房,1246,36,37,16300,暂无信息,31.2814,120.622,{龙西路369号},239821887922660,0.230209574543
南大路20弄,大场镇,大场镇,37,0,Null,159,11,0,32622,暂无信息,31.3056,121.416,{南大路20弄},5011000019470,0.282248328213
洪东街30号,新场,新场,Null,0,Null,0,1,0,Null,暂无信息,31.0312,121.653,{洪东街30号},509977363956103,Null
愚园路909弄,镇宁路,镇宁路,96,2.6,Null,10,13,0,Null,暂无信息,31.2257,121.438,{愚园路909弄},5011000009133,Null
静安南洋家园,江宁路,江宁路,2,0,Null,432,9,0,61918,上海市欣荣房地产开发公司,31.2422,121.448,{常德路977弄},5011000002045,0.403513498949
汉口路455弄,南京东路,南京东路,Null,0,Null,20,14,0,Null,暂无信息,31.2405,121.488,{汉口路455弄},5011000000062,Null
延安饭店,静安寺,静安寺,10,0,Null,4,3,0,Null,暂无信息,31.2271,121.455,{延安中路1111号},5011000009984,Null
星河世纪广场,真如,真如,6,0,Null,441,3,0,22861,暂无信息,31.2664,121.401,"{桃浦路348号,桃浦路306号}",5011000014371,0.282259728469
新昌路403号,人民广场,人民广场,Null,0,Null,3,2,0,Null,暂无信息,31.2436,121.474,{新昌路403号},5011000007821,Null
兰溪路219弄,真如,真如,Null,0,Null,4,2,0,38799,暂无信息,31.2524,121.409,{兰溪路219弄},5011000007720,0.282292011756
徐汇晶典大厦,徐家汇,徐家汇,12,0,Null,53,2,0,15857,暂无信息,31.1884,121.437,{中山西路2281号},5011000017662,0.282365540219
新北大楼,江湾镇,江湾镇,27,2.1,Null,288,3,25,31325,华夏有限开发公司,31.3131,121.488,{新市北路1525弄},5011000016525,0.306703242812
嘉宝梦之城,昆山,昆山,Null,2.98,板楼,1,1,46,9368,Null,31.3029,121.072,{花桥镇花桥镇金捷路86号},5011063888600,0.202109754652
华通花园一区,通安,通安,Null,0,Null,4981,185,0,11600,暂无信息,31.3845,120.489,{建林路802号},2311056696050,0.219870423031
天平路222弄,徐家汇,徐家汇,91,0,Null,8,20,0,115904,暂无信息,31.2057,121.444,{天平路222弄},5011000011710,0.282268484699
江学路555弄,松江新城,松江新城,12,0,Null,4,4,0,14132,暂无信息,31.0395,121.218,{江学路555弄},5011000019533,0.282264591764
柳州路777弄,田林,田林,Null,0,Null,0,1,0,Null,暂无信息,31.1901,121.429,{柳州路777弄},5011000019506,Null
西成里,新天地,新天地,115,0,板楼,86,95,0,78599,暂无信息,31.2225,121.481,{马当路278弄},5011000013725,0.48641326826
远洋万和四季,惠南,浦东惠南,Null,0,Null,0,1,0,Null,暂无信息,0,0,{观海路拱北路观海路1588弄},509821540057113,Null
万航渡路465号,曹家渡,曹家渡,86,0,Null,2,2,0,81552,暂无信息,31.2315,121.442,{万航渡路465号},5011000009758,0.282274961284
楼下佳苑,高东,高东,2,2,Null,1097,47,2,27744,上海五隆置业发展有限公司,31.3277,121.633,{北新园路460弄},5011000000485,0.128190421566
沙田大厦（公寓）,长寿路,长寿路,19,0,Null,158,2,0,52636,上海沙田房地产有限责任公司,31.2437,121.441,{长寿路569弄1号},5011000003870,0.282250783545
宏葑新村,苏州大学,苏州大学,Null,0,板楼,2028,91,0,17103,暂无信息,31.3126,120.655,{庄先湾路25号},2311054980838,-0.179089743678
安定村,中山公园,中山公园,104,2.2,Null,15,50,35,120450,暂无信息,31.2285,121.436,{江苏路82弄},5011000017933,0.28228134738
国煌田林亲家,田林,田林,15,3.2,Null,56,3,49,45739,上海国煌房地产开发有限公司,31.1792,121.432,{田林东路556弄},5011000013506,0.28227141244
延新小区,闸北公园,闸北公园,36,0.9,Null,560,26,38,59557,暂无信息,31.2783,121.464,{共和新路1725弄},5011000013964,0.369304233216
海宁路300号,四川北路,四川北路,Null,0,Null,2,2,0,36201,暂无信息,31.257,121.493,{海宁路300号},5011000001149,0.282304194301
建国西路180号,淮海中路,淮海中路,Null,0,Null,3,2,0,66666,暂无信息,31.213,121.469,{建国西路180号},5011102207752,Null
黄富新村,惠南,惠南,Null,0,板楼,60,6,0,Null,Null,31.0449,121.769,{海燕路98号},5010450434536331,Null
重庆北路132号,人民广场,人民广场,23,1,Null,1,2,1,48918,暂无信息,31.2319,121.477,{重庆北路132号},5011000005154,0.282265821046
二轻小区,西藏北路,西藏北路,21,1.7,Null,228,6,32,52413,上海新苏房地产开发有限公司,31.2638,121.473,{芷江西路26弄},5011000011951,0.39429710256
竹辉路99号,十全街,十全街,Null,2.6,板楼,64,5,25,Null,暂无信息,31.3009,120.64,{竹辉路99号},239821887922912,Null
乐地农庄,崇明其它,崇明其它,18,0,Null,3,4,0,Null,暂无信息,31.7438,121.238,{堡湖路1号},5011000013225,Null
南中路78号,南桥,南桥,Null,0,Null,12,2,0,Null,暂无信息,30.9198,121.466,{南中路78号},509977363955936,Null
希望路978弄,马陆,嘉定马陆,Null,0,Null,637,9,0,Null,暂无信息,0,0,{希望路978弄},5011102210357,Null
金衡公寓,万体馆,万体馆,12,3.35,Null,135,7,30,67098,上海金牛房地产有限公司,31.1803,121.443,{田东路377弄},5011000015056,0.507478929711
石笋二村,新场,新场,17,0,板楼,377,42,0,17254,暂无信息,31.0268,121.649,{笋心路19弄29支弄},5011000003358,0.0408271324685
厦门小区,南京东路,南京东路,86,4.2,Null,8,6,30,36035,上海锦南房地产开发有限公司,31.2458,121.483,{厦门路76弄},5011000003589,0.471455071219
眉州路354弄小区,东外滩,东外滩,Null,0,Null,84,5,0,42378,暂无信息,31.2681,121.541,{眉州路354弄},509821540057939,0.282294014525
文洋大厦,北新泾,北新泾,Null,0,Null,16,3,0,25218,暂无信息,31.2287,121.36,{协和路1033号},5011102208017,0.445062790613
浦电路301号,潍坊,潍坊,31,0,Null,18,2,0,Null,暂无信息,31.2255,121.532,{浦电路301号},509977363956337,Null
虹康新苑,西郊,西郊,16,1.85,Null,384,33,28,57348,上海虹康房产建设有限公司,31.2141,121.371,{仙霞西路501弄},5011000012674,0.308613101974
窗钩创意园,曹家渡,曹家渡,Null,0,Null,1,2,0,Null,暂无信息,31.2391,121.443,{昌平路1000号},5011000012181,Null
欣杨景苑,高东,高东,1,0,板楼,550,26,0,Null,暂无信息,31.3189,121.641,{新园路436弄},5011102209536,Null
三河路157号,临平路,临平路,Null,0,板楼,24,1,0,Null,Null,31.2716,121.511,{三河路157号},5010365985107234,Null
幸福第一公寓,永和,永和,22,3.78,Null,2135,110,30,43537,上海彭浦商品住宅开发总公司,31.3106,121.449,{场中路2600弄},5011000016039,0.312214940442
陕西北路440号,南京西路,南京西路,Null,0,Null,3,2,0,Null,暂无信息,31.2366,121.46,{陕西北路440号},5011000007142,Null
东方伟业,南翔,南翔,Null,4,塔楼/板楼,346,2,40,Null,Null,31.2968,121.33,{银翔路609号},5011063657518,Null
先棉祠街65号,豫园,豫园,39,4.03,Null,15,2,5,54285,天津先棉祠街65号小区投资有限公司,31.223,121.498,{先棉祠街65号},5011000007778,0.282280873249
东方城市豪庭,惠南,惠南,19,0,Null,1,1,0,Null,暂无信息,31.0533,121.775,{人民东路2729弄38支弄},509821540319355,Null
新申花城茉莉苑,春申,春申,19,1.31,Null,615,54,25,52132,上海新闵房地产联合发展有限公司,31.1126,121.406,{春申路2768弄},5011000014667,0.481250517941
爱棠新邨,徐家汇,徐家汇,80,0,Null,17,21,0,79566,暂无信息,31.2069,121.446,"{余庆路134弄,余庆路146弄,余庆路156弄}",5011000010738,0.282277618045
沪南公路8666弄,宣桥,浦东宣桥,Null,0,Null,1,2,0,Null,暂无信息,0,0,{沪南公路8666弄},509821540057380,Null
海防路401号,江宁路,江宁路,Null,0,Null,1,2,0,Null,暂无信息,31.2444,121.452,{海防路401号},5011000001789,Null
虹桥中园,西郊,西郊,10,3.9,Null,478,16,38,48394,中州集团,31.1988,121.376,"{哈密路1945弄,哈密路1999弄}",5011000016876,0.175745138981
武夷路153弄,中山公园,中山公园,79,0,Null,2,3,0,251338,暂无信息,31.221,121.434,{武夷路153弄},5011000009146,0.282274451479
青年路402号,七宝,七宝,27,1.9,Null,24,2,5,Null,政府动迁,31.1592,121.357,{青年路402号},5011000020002,Null
西霞路10弄,佘山,佘山,Null,0,Null,1,2,0,Null,暂无信息,31.1068,121.192,{西霞路10弄},5011000006899,Null
桃浦新家园,桃浦,桃浦,17,1.35,Null,782,69,38,34558,上海锦联房地产开发有限责任公司,31.2943,121.354,{银杏路30弄},5011000009408,0.285709398786
